person_age,person_income,person_emp_length,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE
1.6004948613835481,0.5488831248445718,3.4215474084636086,-0.19139092648935602,0.07437963228289392,-0.3366051314890579,0,-0.47615613066434415,0,2.692680006817564,1,0,0,0,0,0,1,0,0,0
-0.4482028290981275,-0.3783698265722006,0.5827796664343318,2.379693296873099,-0.16944448774841922,1.5299701407751591,0,0.002395805194371249,0,-0.45485505418305505,0,0,0,1,0,1,0,0,0,0
-0.27747802155798784,0.681347832189825,-0.9656391019452738,-0.19139092648935602,1.6998737658249814,-0.009709286959422664,0,0.4809477410530864,0,-0.7171496425997733,1,0,0,0,0,0,0,0,1,0
2.283394091544107,0.6472249235776877,-0.7075693072153396,-0.19139092648935602,1.0496761124081464,-0.022785120740608376,0,0.09810619236611412,0,2.4303854184008458,0,0,0,1,0,0,0,0,0,1
1.2590452463032689,-0.6697921827317576,-0.7075693072153396,0.6656371479647956,0.07437963228289392,0.6996546956698858,1,0.8637892897400586,0,0.06973412265038148,0,0,0,1,0,0,0,1,0,0
0.06397159352229145,-1.1625608940560994,1.873128640084003,-1.0484190009435077,-0.5758180211339411,-1.6311126758264136,0,1.1509204512552875,0,0.594323299483818,0,0,0,1,0,1,0,0,0,0
0.06397159352229145,-0.11344041188169418,-0.19142971775547105,-0.19139092648935602,-0.7708773171589917,-0.009709286959422664,0,-0.8589976793513163,0,0.8566178879005363,1,0,0,0,0,0,1,0,0,0
1.9419444764638274,-0.685687947613188,0.06664007697446322,0.6656371479647956,-0.982191554519463,0.6440824020998479,0,-0.7632872921795734,1,2.4303854184008458,0,0,0,1,0,1,0,0,0,0
0.2346964010624311,-1.0671863047675172,0.32470987170439747,-0.19139092648935602,-0.7383674344881499,-0.09143324809183148,0,0.3852373538813433,0,1.1189124763172547,0,0,0,1,0,0,0,0,1,0
1.7712196689236879,-1.2070690357241045,-1.223708896675208,1.5226652224189472,-0.5758180211339411,1.6247699356887537,1,1.438051612770517,0,1.6435016531506912,0,0,0,1,0,0,0,0,0,1
-1.131102059258686,-1.0009539510948906,-0.4494995124854053,1.5226652224189472,-0.5758180211339411,1.1246192935584118,1,0.5766581282248295,1,-0.45485505418305505,1,0,0,0,0,0,0,1,0,0
-0.7896524441784067,-0.24590511922694738,-0.7075693072153396,-1.0484190009435077,-1.0634662611965673,-1.3172926650779637,0,-1.1461288408665455,0,-0.9794442310164916,0,0,0,1,0,1,0,0,0,0
-0.7896524441784067,-0.5108345339174537,0.32470987170439747,-0.19139092648935602,-0.7383674344881499,-0.09143324809183148,1,-0.5718665178360872,0,-0.9794442310164916,1,0,0,0,0,0,0,1,0,0
-0.6189276366382671,2.3768960862090656,0.8408494611642661,-1.0484190009435077,-0.5758180211339411,-1.709567678513526,0,-1.2418392280382884,0,-0.45485505418305505,1,0,0,0,1,0,0,0,0,0
1.9419444764638274,-0.1082213024122912,0.32470987170439747,-1.0484190009435077,-0.7058575518173081,-0.009709286959422664,0,-0.7632872921795734,0,1.381207064733973,0,0,0,1,0,0,0,0,1,0
-0.4482028290981275,0.3952240643240781,-0.9656391019452738,0.6656371479647956,0.2694389283079444,1.232494922253191,1,-0.2847353563208579,1,-0.7171496425997733,1,0,0,0,0,0,0,0,1,0
1.0883204387631293,0.41641841749931857,-0.19142971775547105,-1.0484190009435077,-0.7383674344881499,-0.009709286959422664,0,-1.0504184536948025,0,0.8566178879005363,0,0,0,1,0,0,0,0,0,1
0.9175956312229896,-0.14523194164455494,1.3569890506241347,-0.19139092648935602,-1.0634662611965673,0.15373863530539497,0,-1.1461288408665455,0,-0.19256046576633679,0,0,0,1,0,0,0,0,0,1
0.06397159352229145,0.41641841749931857,-0.9656391019452738,1.5226652224189472,1.6998737658249814,0.7258063632322567,0,0.7680789025683156,0,0.594323299483818,1,0,0,0,0,0,1,0,0,0
1.0883204387631293,2.2709243203328633,2.3892682295438714,2.379693296873099,2.512620832596025,1.8568659853047944,0,0.002395805194371249,1,0.06973412265038148,1,0,0,0,0,0,0,0,0,1
-0.10675321401784818,-0.8022568900770107,0.5827796664343318,0.6656371479647956,-0.2507191944255236,0.49371031361621537,0,0.6723685153965724,0,1.1189124763172547,0,0,1,0,0,1,0,0,0,0
0.40542120860257075,-0.6538964178503271,0.06664007697446322,-0.19139092648935602,-1.0634662611965673,-0.2091157521225,0,-0.8589976793513163,0,1.1189124763172547,1,0,0,0,1,0,0,0,0,0
0.2346964010624311,-0.7492710071389095,-1.223708896675208,-0.19139092648935602,0.7895970510414124,-0.13066074943538802,1,2.2037347101444618,0,0.06973412265038148,0,0,0,1,0,0,0,1,0,0
-0.6189276366382671,-0.4536097803443044,0.06664007697446322,-0.19139092648935602,0.23692904563710268,0.03932508972002274,0,0.5766581282248295,0,-0.45485505418305505,0,0,0,1,0,0,0,0,0,1
-0.27747802155798784,-0.5638204168555551,-0.19142971775547105,-1.0484190009435077,-1.2056969978815,-0.6929216020263603,0,-1.1461288408665455,0,-0.7171496425997733,0,0,0,1,0,0,0,0,1,0
1.0883204387631293,0.9461712751144551,3.4215474084636086,-1.0484190009435077,0.041869749612052164,-1.2682582883985185,0,-0.6675769050078302,0,0.594323299483818,1,0,0,0,0,0,0,0,1,0
-0.9603772517185464,-0.5373274753865044,-1.223708896675208,-1.0484190009435077,-0.331993901102628,-0.8825211918535488,0,0.002395805194371249,0,-0.7171496425997733,0,0,0,1,0,0,0,0,1,0
-0.6189276366382671,0.6164401255906509,0.06664007697446322,-0.19139092648935602,-0.9659366131840421,0.2746900977813598,0,-1.2418392280382884,0,-0.45485505418305505,1,0,0,0,0,1,0,0,0,0
0.5761460161427103,-0.3433991438330537,-0.9656391019452738,0.6656371479647956,-0.7383674344881499,0.31064864067962006,0,-0.6675769050078302,1,0.8566178879005363,0,0,1,0,0,0,0,1,0,0
-0.9603772517185464,-0.11344041188169418,0.32470987170439747,0.6656371479647956,-0.331993901102628,0.10470425862594956,0,-0.380445743492601,1,-0.45485505418305505,0,0,0,1,0,1,0,0,0,0
-0.7896524441784067,-0.9613205106571908,0.5827796664343318,-1.0484190009435077,0.07437963228289392,-0.009709286959422664,1,1.820893161457489,0,-0.9794442310164916,0,0,0,1,1,0,0,0,0,0
-0.27747802155798784,-0.43135570951030183,1.3569890506241347,-1.0484190009435077,-0.9009168478423586,-0.009709286959422664,0,-0.8589976793513163,0,-0.9794442310164916,1,0,0,0,0,0,0,0,0,1
0.40542120860257075,1.320675495720955,-0.9656391019452738,1.5226652224189472,0.7895970510414124,1.1507709611207821,1,-0.380445743492601,0,1.1189124763172547,1,0,0,0,1,0,0,0,0,0
-0.7896524441784067,-0.23551988617107952,-0.4494995124854053,1.5226652224189472,1.6998737658249814,1.3665222185103416,1,1.342341225598774,1,-0.45485505418305505,0,0,0,1,0,0,0,1,0,0
-0.27747802155798784,-0.6962851242008082,-0.19142971775547105,-0.19139092648935602,-0.2507191944255236,0.546013648740957,0,0.3852373538813433,0,-0.45485505418305505,0,0,0,1,0,0,0,1,0,0
-0.27747802155798784,0.41641841749931857,-1.223708896675208,0.6656371479647956,-0.08816978107131485,-0.035860954521793505,0,-0.5718665178360872,1,-0.7171496425997733,0,0,0,1,0,1,0,0,0,0
-0.4482028290981275,-0.8287498315460614,0.5827796664343318,-0.19139092648935602,-0.2507191944255236,-0.2091157521225,0,0.6723685153965724,0,-0.9794442310164916,0,0,1,0,0,0,0,0,0,1
-0.7896524441784067,0.31034067985723984,0.5827796664343318,-0.19139092648935602,0.8871266990539377,-0.13066074943538802,0,0.2895269667096004,0,-0.9794442310164916,1,0,0,0,0,0,0,1,0,0
-0.7896524441784067,0.151383031042936,0.5827796664343318,-1.0484190009435077,-1.0634662611965673,-1.513430171795745,0,-1.2418392280382884,0,-0.45485505418305505,1,0,0,0,0,0,0,0,0,1
-0.6189276366382671,0.2839537101540654,0.32470987170439747,-0.19139092648935602,2.512620832596025,-0.009709286959422664,0,1.53376199994226,0,-0.9794442310164916,1,0,0,0,0,0,0,0,0,1
-0.27747802155798784,4.3241272841842875,-1.223708896675208,0.6656371479647956,2.512620832596025,1.0298194986448175,0,-0.5718665178360872,1,-0.9794442310164916,1,0,0,0,0,0,0,1,0,0
-0.9603772517185464,-1.0142004218294158,0.32470987170439747,0.6656371479647956,1.212225525762355,0.5950480254204025,1,3.0651281946901485,1,-0.45485505418305505,1,0,0,0,0,0,0,0,0,1
-0.9603772517185464,-0.9082286559532133,0.32470987170439747,-0.19139092648935602,-1.0634662611965673,-0.009709286959422664,0,-0.6675769050078302,0,-0.45485505418305505,0,0,0,1,0,0,0,1,0,0
-0.7896524441784067,0.25756674045089095,0.5827796664343318,2.379693296873099,2.512620832596025,1.7424524397194228,1,1.6294723871140033,0,-0.45485505418305505,0,0,0,1,1,0,0,0,0,0
-0.27747802155798784,0.4960032136723467,0.5827796664343318,-1.0484190009435077,-0.6652201984787559,-1.0198174465559955,0,-0.9547080665230593,0,-0.45485505418305505,0,0,0,1,0,1,0,0,0,0
-1.131102059258686,-0.9082286559532133,0.06664007697446322,-1.0484190009435077,-0.982191554519463,-1.0198174465559955,0,-0.47615613066434415,0,-0.9794442310164916,0,0,0,1,0,0,0,0,1,0
-0.4482028290981275,-0.5108345339174537,-1.223708896675208,-0.19139092648935602,1.212225525762355,0.2844969731172492,0,2.012313935800975,0,-0.9794442310164916,1,0,0,0,0,0,0,0,0,1
